user_id,is_gone
4,0.04636177024640994
6,0.04636177024640994
10,0.0666568360958911
12,0.16067310770687906
13,0.7669625129325047
15,0.04636177024640994
19,0.04636177024640994
21,0.741562652509583
23,0.04636177024640994
35,0.49975612921750645
40,0.04636177024640994
45,0.18786742611490098
55,0.4310004628628044
58,0.5853659756649252
62,0.13703278568197158
72,0.04636177024640994
74,0.3331257775117764
81,0.1156585120447064
84,0.0704067801370264
92,0.04636177024640994
93,0.04636177024640994
98,0.015497310945030207
102,0.7669625129325047
105,0.11574968205713311
107,0.04636177024640994
112,0.1761421488643474
113,0.49858969621972477
119,0.7563578734238674
124,0.5569724357836543
140,0.7512211951424467
141,0.10571604589870767
143,0.04636177024640994
150,0.19948841204333886
159,0.04636177024640994
162,0.18790831694660734
164,0.44268227058417325
165,0.04636177024640994
167,0.09334053911185787
174,0.04636177024640994
177,0.5525579031849482
180,0.04636177024640994
185,0.04636177024640994
186,0.786095608879062
195,0.6366790628675327
198,0.7370282099748002
200,0.7096591922754178
204,0.6199405796019247
205,0.06966235565908616
207,0.7608519351139739
208,0.7669625129325047
212,0.1761421488643474
213,0.015497310945030207
217,0.04636177024640994
218,0.05697140909445471
234,0.04636177024640994
235,0.3696041173976759
236,0.055990062641910976
237,0.04636177024640994
242,0.11593033815165357
248,0.04636177024640994
253,0.7054346955356446
260,0.04636177024640994
261,0.4885164608269527
269,0.04636177024640994
271,0.45761242955147013
273,0.04636177024640994
276,0.0840502196468838
283,0.007441138245422595
289,0.04636177024640994
298,0.3628091054937196
303,0.5784463841642631
306,0.015497310945030207
308,0.007441138245422595
317,0.04636177024640994
318,0.04636177024640994
319,0.04636177024640994
320,0.04636177024640994
324,0.17276900990653102
328,0.145712540900425
331,0.13837117694366585
335,0.2070972755394193
341,0.5951612347403133
346,0.04636177024640994
348,0.04636177024640994
349,0.07806063290626504
351,0.04636177024640994
355,0.43049018565805625
363,0.5217765632884267
366,0.04636177024640994
367,0.15848156705379998
373,0.04636177024640994
375,0.03224961449819319
382,0.06966235565908616
388,0.04636177024640994
389,0.04636177024640994
391,0.7586748668991699
400,0.06966235565908616
406,0.04636177024640994
409,0.7934493420889032
411,0.2638398397179188
414,0.07851143344342525
417,0.083243191032564
419,0.04636177024640994
421,0.015497310945030207
423,0.05576873397792884
424,0.18635129603009612
425,0.04636177024640994
430,0.04636177024640994
448,0.06460405116697569
460,0.18790831694660734
462,0.06863587866272161
465,0.22764912334576726
467,0.7923977809085412
474,0.7147229445982408
476,0.05522847983274862
483,0.04636177024640994
485,0.015497310945030207
486,0.5142042829271983
487,0.0359130377979987
498,0.8064545727657789
503,0.015497310945030207
504,0.04636177024640994
511,0.04636177024640994
516,0.04636177024640994
522,0.05346421191343445
530,0.7897227446123056
534,0.0359130377979987
543,0.04636177024640994
554,0.04636177024640994
557,0.1283372804956805
561,0.507357463546449
565,0.6098173517425951
567,0.3205892045145208
570,0.10851752759148241
574,0.1890161082953876
575,0.05273751911276815
578,0.4900219901894251
579,0.015497310945030207
583,0.04636177024640994
586,0.7837490330688118
593,0.18405614691949704
599,0.16342436581706585
601,0.7697568898925413
602,0.18297815707227977
611,0.04636177024640994
613,0.05697140909445471
615,0.08475012584742646
628,0.29382109949525564
642,0.0705396893711936
650,0.04636177024640994
659,0.21836394340233786
664,0.7604844471844613
672,0.20708444290442116
680,0.015497310945030207
683,0.19057266110581395
693,0.20653725626283717
696,0.015497310945030207
700,0.04636177024640994
704,0.10851752759148241
723,0.1156585120447064
725,0.0859156788611967
726,0.04636177024640994
731,0.04636177024640994
733,0.06321093945554604
736,0.04636177024640994
739,0.11629542761115033
741,0.04636177024640994
744,0.04636177024640994
745,0.04636177024640994
747,0.19948841204333886
754,0.6153344250819257
757,0.04636177024640994
760,0.015497310945030207
765,0.7929257514542601
770,0.6185451484192933
779,0.04636177024640994
800,0.07770445595347335
801,0.04636177024640994
804,0.04636177024640994
805,0.04636177024640994
810,0.04636177024640994
820,0.055990062641910976
829,0.04636177024640994
832,0.04636177024640994
837,0.08744668453524647
845,0.04636177024640994
848,0.015497310945030207
850,0.04636177024640994
864,0.04636177024640994
874,0.015497310945030207
880,0.1156585120447064
886,0.7095581243670867
897,0.04636177024640994
898,0.17263208841488215
901,0.7791805828673654
904,0.7891991539776626
907,0.015497310945030207
918,0.04636177024640994
920,0.6266151114530959
926,0.015497310945030207
933,0.06966235565908616
936,0.029270441395871302
937,0.04636177024640994
952,0.04636177024640994
953,0.15412884629993082
960,0.741380793970116
970,0.7664911252179935
971,0.04636177024640994
972,0.509703398770266
973,0.015497310945030207
980,0.5515200933947288
988,0.015497310945030207
999,0.08184060368893548
1003,0.3206786497728257
1010,0.05576873397792884
1023,0.04636177024640994
1041,0.14504943321676378
1044,0.18790831694660734
1049,0.7891439135050367
1054,0.19948841204333886
1055,0.015497310945030207
1059,0.04636177024640994
1061,0.6539940376624157
1068,0.04636177024640994
1071,0.055990062641910976
1083,0.36213747992350065
1087,0.08121961026376495
1092,0.1748291885709325
1099,0.04636177024640994
1100,0.19948841204333886
1102,0.04636177024640994
1115,0.09001212414640788
1131,0.015497310945030207
1132,0.09199948723482287
1134,0.474832595956521
1135,0.04636177024640994
1137,0.1457219513147644
1138,0.05346421191343445
1145,0.08744668453524647
1149,0.22191958127273004
1152,0.04636177024640994
1153,0.21542142324436891
1154,0.04636177024640994
1156,0.04636177024640994
1157,0.06485764138870141
1164,0.7659093993793912
1171,0.557270320779836
1175,0.04636177024640994
1182,0.04636177024640994
1187,0.7586748668991699
1192,0.13085124309683874
1195,0.015497310945030207
1197,0.05299578942857086
1202,0.04636177024640994
1211,0.1655580047245286
1212,0.015497310945030207
1214,0.015497310945030207
1219,0.03224961449819319
1232,0.015497310945030207
1238,0.055990062641910976
1242,0.04636177024640994
1245,0.11796938751909186
1246,0.6679804822049804
1253,0.04636177024640994
1263,0.015497310945030207
1269,0.015497310945030207
1273,0.007441138245422595
1274,0.6843923544193171
1275,0.04636177024640994
1276,0.015497310945030207
1279,0.015497310945030207
1280,0.04636177024640994
1285,0.04636177024640994
1288,0.04636177024640994
1302,0.3138854063867881
1307,0.015497310945030207
1308,0.04636177024640994
1309,0.04636177024640994
1313,0.19948841204333886
1314,0.05420843319022444
1322,0.055990062641910976
1325,0.04636177024640994
1332,0.04636177024640994
1334,0.08687140197687993
1339,0.04636177024640994
1340,0.05522847983274862
